Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Chiều ngang,Chiều dài,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý
"5,95 tỷ","Đường Phan Xích Long, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh","Nhà ngõ, hẻm",36 m²,4.5 m,7 m,3 phòng,3 phòng,2,Đã có sổ
"3,05 tỷ","Đường Nguyễn Văn Đừng, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20 m²,2 m,10 m,2 phòng,3 phòng,1,Đã có sổ
"6,45 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,3.6 m,7 m,2 phòng,3 phòng,4,Đã có sổ
"3,98 tỷ","Trần hưng đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",17 m²,3.2 m,6 m,2 phòng,2 phòng,3,Đã có sổ
"2,285 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",12 m²,3 m,4 m,1 phòng,2 phòng,N/A,Đã có sổ
11 tỷ,"Đường Tân Hưng, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",68 m²,4 m,17 m,3 phòng,3 phòng,3,Đã có sổ
"13,9 tỷ","Đường Trần Bình Trọng, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",75.6 m²,4.2 m,18 m,6 phòng,N/A,N/A,Đã có sổ
6 tỷ,"Đường Kha Vạn Cân, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Nhà ngõ, hẻm",68 m²,6.5 m,10.4 m,6 phòng,6 phòng,4,Đã có sổ
"4,55 tỷ","Đường Trần Xuân Hòa, Phường 4, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,72 m²,5 m,14.4 m,6 phòng,N/A,N/A,Đã có sổ
"13,8 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,67 m²,N/A,N/A,3 phòng,N/A,3,Đã có sổ
"6,8 tỷ","Đường An Dương Vương, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",38 m²,3.5 m,14 m,4 phòng,5 phòng,3,Đã có sổ
15 tỷ,"Hẻm 138 Nguyễn Trãi. chợ Bàu Sen, Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",72 m²,3.45 m,19.4 m,3 phòng,3 phòng,4,Đã có sổ
750 triệu,"DT833B, Xã Long Hiệp, Huyện Bến Lức, Long An","Nhà mặt phố, mặt tiền",100 m²,5 m,20 m,3 phòng,2 phòng,1,Đã có sổ
"3,98 tỷ","Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",26 m²,3.5 m,6 m,2 phòng,N/A,4,Đã có sổ
"3,1 tỷ","Đường Phùng Hưng, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",53.5 m²,5.3 m,10 m,4 phòng,4 phòng,2,Đã có sổ
"6,9 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",44 m²,4 m,11 m,3 phòng,4 phòng,4,Đã có sổ
"4,9 tỷ","Đường Trần Hưng Đạo, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",38 m²,2.8 m,13.5 m,4 phòng,3 phòng,3,Đã có sổ
"3,98 tỷ","Đường An Bình, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",68.5 m²,5.3 m,15 m,4 phòng,5 phòng,2,Đã có sổ
"7,5 tỷ","Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",81 m²,N/A,N/A,4 phòng,N/A,N/A,Đã có sổ
15 tỷ,"Đường Đỗ Ngọc Thạnh, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",32 m²,3.5 m,10 m,4 phòng,N/A,5,Đã có sổ
"12,9 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",64 m²,4.3 m,15 m,4 phòng,4 phòng,N/A,Đã có sổ
"8,3 tỷ","Đường An Bình, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",52 m²,N/A,N/A,2 phòng,N/A,N/A,Đã có sổ
"10,6 tỷ","Đường Trần Bình Trọng, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",57 m²,4 m,12.6 m,4 phòng,4 phòng,5,Đã có sổ
"8,2 tỷ","161/, Đường Bùi Hữu Nghĩa, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",37 m²,5.1 m,7.3 m,4 phòng,2 phòng,4,Đã có sổ
"3,91 tỷ","Đường Bùi Hữu Nghĩa, Phường 4, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,64.4 m²,4.6 m,14 m,4 phòng,3 phòng,N/A,Đã có sổ
"2,85 tỷ","Đường Nguyễn Trãi, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",64 m²,N/A,N/A,4 phòng,N/A,N/A,Không có sổ
"4,58 tỷ","Đường Nghĩa Thục, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,4 m,10 m,5 phòng,5 phòng,3,Đã có sổ
27 tỷ,"Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",128 m²,5.6 m,23 m,6 phòng,N/A,N/A,Đã có sổ
"4,8 tỷ","Đường Lê Hồng Phong, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",43 m²,N/A,N/A,2 phòng,N/A,N/A,Đã có sổ
"3,6 tỷ","Đường Triệu Quang Phục, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",48 m²,N/A,N/A,4 phòng,5 phòng,3,Đã có sổ
"5,6 tỷ","Đường Huỳnh Mẫn Đạt, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",32 m²,5.5 m,6 m,3 phòng,3 phòng,3,Đã có sổ
"8,5 tỷ","Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",27 m²,3 m,9 m,3 phòng,N/A,4,Đã có sổ
"4,25 tỷ","phan văn trị, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",58.05 m²,4.3 m,13.5 m,4 phòng,4 phòng,N/A,Đã có sổ
500 triệu,"Thôn tây Hoàng, Thôn Tây Hoàng, Xã Quảng Thái, Huyện Quảng Điền, Thừa Thiên Huế",N/A,326 m²,11 m,29 m,N/A,N/A,N/A,Đã có sổ
"12,5 tỷ","Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",128 m²,8 m,16 m,4 phòng,4 phòng,1,Đã có sổ
11 tỷ,"Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",46 m²,3.5 m,13 m,6 phòng,5 phòng,N/A,Đã có sổ
"3,9 tỷ","Đường Đào Tấn, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",20 m²,4 m,5 m,4 phòng,5 phòng,2,Đã có sổ
"11,5 tỷ","Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",52 m²,N/A,N/A,nhiều hơn 10 phòng,N/A,N/A,Đã có sổ
"2,25 tỷ","Đường Lê Hồng Phong, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,2 m,5 m,3 phòng,3 phòng,3,Đã có sổ
"13,199 tỷ","Đường An Dương Vương, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",55.3 m²,4.1 m,13.5 m,4 phòng,4 phòng,3,Đã có sổ
"9,5 tỷ","an dương vương, Phường 4, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,33 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
29 tỷ,"Đường Trần Phú, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",84 m²,N/A,N/A,5 phòng,N/A,N/A,Đã có sổ
"12,5 tỷ","Đường An Dương Vương, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",49.5 m²,3.8 m,13 m,3 phòng,4 phòng,4,Đã có sổ
"3,18 tỷ","Hẻm 977/5 Trần Hưng Đạo , Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",16.2 m²,2.7 m,6 m,3 phòng,2 phòng,3,Đã có sổ
"5,5 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
750 triệu,"Lê Lai , Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",Nhà phố liền kề,60 m²,5 m,12 m,3 phòng,3 phòng,3,Đang chờ sổ
"2,45 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",47.9 m²,4 m,11.97 m,2 phòng,2 phòng,N/A,Không có sổ
"13,5 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",80 m²,4 m,20 m,5 phòng,4 phòng,4,Đã có sổ
"8,2 tỷ","Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50 m²,3.9 m,13 m,3 phòng,3 phòng,2,Đã có sổ
"3,5 tỷ","Đường Nguyễn Trãi, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",52 m²,4.2 m,11.3 m,3 phòng,3 phòng,3,Đã có sổ
"6,3 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",21 m²,3 m,7.7 m,3 phòng,4 phòng,4,Đã có sổ
37 tỷ,"Đường Hải Thượng Lãn Ông, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",66 m²,4.6 m,18 m,8 phòng,6 phòng,6,Đã có sổ
"5,25 tỷ","Đường Đỗ Ngọc Thạnh, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",65 m²,5 m,13 m,5 phòng,5 phòng,3,Đã có sổ
"10,6 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",64 m²,4 m,16 m,4 phòng,5 phòng,4,Đã có sổ
"4,65 tỷ","Đường Cao Đạt, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",55.3 m²,5.5 m,10 m,4 phòng,4 phòng,2,Đã có sổ
78 tỷ,"Hùng vương , Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",172 m²,10 m,17 m,6 phòng,N/A,N/A,Đã có sổ
"4,9 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3.1 m,10 m,2 phòng,2 phòng,3,Đã có sổ
21 tỷ,"Đường Nguyễn Duy Dương, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",80 m²,4 m,20 m,6 phòng,6 phòng,6,Đã có sổ
"13,8 tỷ","Đường Nguyễn Trãi, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",71.4 m²,N/A,N/A,4 phòng,N/A,N/A,Đã có sổ
11 tỷ,"Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",65 m²,N/A,N/A,4 phòng,N/A,N/A,Đã có sổ
"1,81 tỷ","Đường Nguyễn Trãi, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,2 phòng,N/A,N/A,Đã có sổ
"3,25 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","Nhà ngõ, hẻm",34 m²,3.4 m,10 m,2 phòng,2 phòng,2,Đã có sổ
"27,5 tỷ","Đường Ngô Quyền, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",88 m²,4 m,22 m,2 phòng,N/A,2,Đã có sổ
"4,56 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"13,5 tỷ","Đường An Bình, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",66 m²,4 m,17 m,6 phòng,N/A,N/A,Đã có sổ
80 tỷ,"Đường Trần Hưng Đạo, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",94 m²,4.6 m,21 m,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,6,Đã có sổ
"1,55 tỷ","Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",18 m²,5 m,N/A,3 phòng,3 phòng,1,Đã có sổ
"12,9 tỷ","Đường An Dương Vương, Phường 3, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,56 m²,N/A,N/A,2 phòng,N/A,2,Đã có sổ
"2,19 tỷ","Đường Nguyễn Biểu, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
30 tỷ,"Đường Vũ Chí Hiếu, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",64 m²,4 m,16 m,5 phòng,N/A,6,Đã có sổ
52 tỷ,"Đường An Điềm, Phường 10, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",124 m²,N/A,N/A,6 phòng,N/A,N/A,Đã có sổ
"5,98 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",28.6 m²,3.65 m,8.3 m,2 phòng,3 phòng,4,Đã có sổ
16 tỷ,"Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",75 m²,4 m,18 m,5 phòng,N/A,N/A,Đã có sổ
9 tỷ,"Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50 m²,5 m,10 m,3 phòng,2 phòng,2,Đã có sổ
"6,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,23 m²,N/A,N/A,1 phòng,N/A,3,Đã có sổ
"4,5 tỷ","Đường Nguyễn Văn Cừ, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24.5 m²,3.5 m,7 m,3 phòng,N/A,N/A,Đã có sổ
8 tỷ,"Đường Lê Hồng Phong, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",68 m²,3.3 m,17 m,5 phòng,4 phòng,4,Đã có sổ
"10,9 tỷ","24/11L, Nguyễn Văn Đừng , Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",55 m²,3.6 m,15.5 m,4 phòng,3 phòng,N/A,Giấy tờ viết tay
"4,55 tỷ","Đường Đô Đốc Chấn, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","Nhà ngõ, hẻm",57 m²,4.5 m,12 m,3 phòng,2 phòng,2,Đã có sổ
"4,35 tỷ","Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,36 m²,6 m,6 m,3 phòng,N/A,N/A,Đã có sổ
9 tỷ,"Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",39 m²,3.3 m,13 m,5 phòng,6 phòng,5,Đã có sổ
16 tỷ,"Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",74 m²,4 m,18 m,5 phòng,N/A,3,Đã có sổ
"12,5 tỷ","Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",52 m²,4.5 m,12 m,3 phòng,N/A,N/A,Đã có sổ
"5,6 tỷ","Đường Số 13, Phường 4, Quận 4, Tp Hồ Chí Minh","Nhà ngõ, hẻm",39.5 m²,3.3 m,11 m,5 phòng,4 phòng,4,Đã có sổ
42 tỷ,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",102 m²,4 m,25 m,1 phòng,1 phòng,N/A,Đã có sổ
"7,3 tỷ","Đường Lý Nam Đế, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",22 m²,N/A,N/A,2 phòng,2 phòng,N/A,Đã có sổ
"1,95 tỷ","Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",19.8 m²,3.3 m,6 m,2 phòng,2 phòng,2,Đã có sổ
"2,3 tỷ","Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",48 m²,N/A,N/A,4 phòng,N/A,N/A,Đã có sổ
"12,5 tỷ","Đường Võ Trường Toản, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",60 m²,3.8 m,16 m,5 phòng,N/A,N/A,Đã có sổ
"8,5 tỷ","Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",47 m²,3.6 m,13 m,2 phòng,3 phòng,2,Đã có sổ
"2,65 tỷ","Đường Trần Hưng Đạo, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",15 m²,N/A,N/A,2 phòng,N/A,N/A,Đã có sổ
"3,24 tỷ","Đường Huỳnh Mẫn Đạt, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,3 phòng,3 phòng,N/A,Đã có sổ
"5,2 tỷ","129/35/16, Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3.7 m,10.6 m,3 phòng,4 phòng,4,Đã có sổ
"7,9 tỷ","An Duong Vương, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",84 m²,7 m,12 m,3 phòng,N/A,N/A,Đã có sổ
"12,5 tỷ","Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh",Nhà biệt thự,56 m²,4 m,14 m,5 phòng,5 phòng,5,Đã có sổ
"3,2 tỷ","Đường Tân Hưng, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",48 m²,4 m,12 m,3 phòng,3 phòng,1,Đã có sổ
"12,5 tỷ","Đường Trần Bình Trọng, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",70 m²,4.2 m,15 m,3 phòng,3 phòng,3,Đã có sổ
"3,98 tỷ","Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",17 m²,3.14 m,5.85 m,2 phòng,N/A,N/A,Đã có sổ
12 tỷ,"180/7, Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50 m²,4 m,15 m,4 phòng,4 phòng,5,Đã có sổ
"8,2 tỷ","Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",52 m²,4 m,13 m,4 phòng,5 phòng,55,Đã có sổ
25 tỷ,"Đường Trần Tuấn Khải, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",80 m²,4 m,20 m,5 phòng,5 phòng,5,Đã có sổ
"3,98 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",13 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"4,75 tỷ","Bán Nhà 3 Lầu Đúc BTCT 3PN Hẻm Mạc Vân P5, Q5., Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",21 m²,3.2 m,7 m,3 phòng,3 phòng,3,Đã có sổ
22 tỷ,"97, Đường Đỗ Ngọc Thạnh, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",75 m²,4.2 m,18 m,7 phòng,6 phòng,N/A,Đã có sổ
"4,8 tỷ","Đường Lê Hồng Phong, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,4.4 m,9 m,2 phòng,2 phòng,2,Đã có sổ
"3,98 tỷ","Nguyễn Biểu, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",52 m²,4 m,13 m,5 phòng,N/A,N/A,Đã có sổ
"3,86 tỷ","Đường Tân Hưng, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,10 m,4 phòng,5 phòng,2,Đã có sổ
"1,75 tỷ","Đường Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",29.6 m²,4 m,7.4 m,4 phòng,4 phòng,3,Không có sổ
13 tỷ,"Đường Ngã Sáu Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",51 m²,4 m,13.5 m,5 phòng,N/A,5,Đã có sổ
"10,5 tỷ","Đường Nguyễn Văn Đừng, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",82 m²,3.7 m,22 m,3 phòng,2 phòng,2,Đã có sổ
"10,8 tỷ","Đường Trần Bình Trọng, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",55 m²,3.5 m,14 m,5 phòng,5 phòng,5,Đã có sổ
"5,5 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,4 m,9 m,2 phòng,3 phòng,N/A,Đã có sổ
"4,58 tỷ","Đường Ngô Quyền, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",58.5 m²,5.8 m,10 m,5 phòng,5 phòng,2,Đã có sổ
18 tỷ,"Nguyễn Chí Thanh, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",34 m²,4 m,9 m,3 phòng,2 phòng,34,Đã có sổ
"4,5 triệu/tháng","Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","Nhà ngõ, hẻm",70 m²,4 m,20 m,1 phòng,1 phòng,N/A,Đã có sổ
"11,8 tỷ","Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"8,6 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,53 m²,N/A,N/A,1 phòng,N/A,2,Đã có sổ
"11,5 tỷ","CAO ĐẠT, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",53 m²,N/A,N/A,10 phòng,N/A,N/A,Đã có sổ
13 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",51 m²,4 m,14 m,5 phòng,5 phòng,5,Đã có sổ
"10,8 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",43 m²,3.3 m,13 m,5 phòng,6 phòng,4,Đã có sổ
"5,8 tỷ","Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",23 m²,3 m,8.5 m,4 phòng,3 phòng,3,Đã có sổ
7 tỷ,"28/48, Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",25.3 m²,3.3 m,8.7 m,3 phòng,3 phòng,2,Đã có sổ
"22,5 tỷ","Nguyễn Trãi , Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",50 m²,5 m,10 m,5 phòng,3 phòng,N/A,Đã có sổ
18 tỷ,"Đường Nguyễn Duy Dương, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",52 m²,4 m,13 m,1 phòng,1 phòng,2,Đã có sổ
"4,2 tỷ","Đường Nguyễn Văn Đậu, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",42 m²,7 m,6 m,2 phòng,2 phòng,2,Đã có sổ
13 triệu/tháng,"Đường Bàu Cát 8, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","Nhà ngõ, hẻm",36 m²,4 m,9 m,3 phòng,3 phòng,3,Đã có sổ
"13,7 tỷ","560, Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội","Nhà mặt phố, mặt tiền",70 m²,4 m,N/A,5 phòng,5 phòng,5,Đã có sổ
"22,5 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",64 m²,4.2 m,16 m,3 phòng,3 phòng,N/A,Đã có sổ
"3,2 tỷ","Đường Hùng Vương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,4 m,10 m,3 phòng,3 phòng,2,Đã có sổ
"4,2 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",36.5 m²,4.15 m,10 m,2 phòng,2 phòng,2,Đã có sổ
"8,2 tỷ","Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",39 m²,3.3 m,13 m,3 phòng,N/A,N/A,Đã có sổ
"16,35 tỷ","01, Phố Hoàng Minh Giám, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",N/A,N/A,N/A,N/A,3 phòng,3 phòng,N/A,Sổ hồng riêng
15 tỷ,"Đường An Bình, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",82 m²,N/A,N/A,5 phòng,N/A,N/A,Đã có sổ
"10,8 tỷ","565/90, Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",53 m²,3.3 m,13 m,5 phòng,6 phòng,5,Đã có sổ
"7,8 tỷ","Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",81 m²,5.2 m,14.5 m,4 phòng,5 phòng,N/A,Đã có sổ
"5,75 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",34 m²,3.8 m,9 m,2 phòng,3 phòng,3,Đã có sổ
24 tỷ,"Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",100 m²,5 m,20 m,5 phòng,N/A,5,Đã có sổ
